Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
GV.SC-08 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning
response
and recovery activities",Ex2: Identify and document the roles and responsibilities of the organization and its suppliers for incident response,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-08 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning
response
and recovery activities",Ex3: Include critical suppliers in incident response exercises and simulations,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-08 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning
response
and recovery activities",Ex4: Define and coordinate crisis communication methods and protocols between the organization and its critical suppliers,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-08 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning
response
and recovery activities",Ex5: Conduct collaborative lessons learned sessions with critical suppliers,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-09 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs
and their performance is monitored throughout the technology product and service life cycle",Ex1: Policies and procedures require provenance records for all acquired technology products and services,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-09 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs
and their performance is monitored throughout the technology product and service life cycle",Ex2: Periodically provide risk reporting to leaders about how acquired components are proven to be untampered and authentic,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-09 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs
and their performance is monitored throughout the technology product and service life cycle","Ex3: Communicate regularly among cybersecurity risk managers and operations personnel about the need to acquire software patches, updates, and upgrades only from authenticated and trustworthy software providers",,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-09 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs
and their performance is monitored throughout the technology product and service life cycle",Ex4: Review policies to ensure that they require approved supplier personnel to perform maintenance on supplier products,,CPA to Cybersecurity,Steve McMichael,,,
GV.SC-09 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs
and their performance is monitored throughout the technology product and service life cycle",Ex5: Policies and procedure require checking upgrades to critical hardware for unauthorized changes,"Supply chain security is integrated into the ERM program through: (1) cybersecurity policy requirements for hardware change verification, (2) change management procedures for critical infrastructure upgrades, (3) lifecycle monitoring for technology products. Hardware changes are verified against authorized baselines, with automation deployed where possible through AWS Config and infrastructure-as-code.",CPA to Cybersecurity,Steve McMichael,,,WP-22
GV.SC-10 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified
established
managed
monitored
and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex1: Establish processes for terminating critical relationships under both normal and adverse circumstances,,CPA to Cybersecurity,Steve McMichael,,,
